site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod,ghi,dhi,dni,clearsky_ghi,clearsky_dhi,clearsky_dni,solar_zenith_angle,relative_humidity
site10,0,1,0,3.91,0.0,3.91,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,132.74,60.42
site10,1,1,1,3.99,0.0,3.99,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.46,64.91
site10,2,1,2,3.98,0.0,3.98,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,110.62,65.79
site10,3,1,3,3.99,0.0,3.99,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,101.2,65.6
site10,4,1,4,3.97,0.0,3.97,True,20.52,17.6,10,0.35,1.2,0.2,0.15,14.51,13.74,0.0,41.09,30.03,153.87,87.93,55.34
site10,5,1,5,3.99,0.21,3.7800000000000002,False,20.52,17.6,10,0.35,1.2,0.2,0.15,20.47,20.05,0.0,262.11,89.69,522.55,73.35,44.17
site10,6,1,6,3.99,0.63,3.3600000000000003,False,20.52,17.6,10,0.35,1.2,0.2,0.15,177.9,166.93,0.98,485.23,130.54,678.02,58.53,38.27
site10,7,1,7,4.03,2.31,1.7200000000000002,False,20.52,17.6,10,0.35,1.2,0.2,0.15,426.25,377.55,78.8,702.26,140.72,823.23,43.02,34.19
site10,8,1,8,4.12,4.95,-0.8300000000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15,194.15,192.86,0.0,876.22,152.95,850.7,30.78,31.0
site10,9,1,9,4.15,8.22,-4.07,False,20.52,17.6,10,0.35,1.2,0.2,0.15,237.22,226.94,0.0,966.87,165.15,854.67,20.25,28.98
site10,10,1,10,4.2,13.14,-8.940000000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15,452.92,469.48,11.66,1047.51,164.86,895.54,15.36,28.01
site10,11,1,11,4.09,10.47,-6.380000000000001,False,20.52,17.6,10,0.35,1.2,0.2,0.15,830.19,509.71,328.33,985.58,169.66,875.63,21.12,27.21
site10,12,1,12,4.22,6.9,-2.6800000000000006,False,20.52,17.6,10,0.35,1.2,0.2,0.15,821.7,154.23,852.76,860.86,157.47,844.72,34.3,28.05
site10,13,1,13,4.2,5.25,-1.0499999999999998,False,20.52,17.6,10,0.35,1.2,0.2,0.15,692.35,143.27,753.67,691.59,152.93,787.02,48.43,28.77
site10,14,1,14,4.21,3.12,1.0899999999999999,False,20.52,17.6,10,0.35,1.2,0.2,0.15,319.27,270.02,67.01,456.0,120.76,680.49,60.52,30.26
site10,15,1,15,4.19,3.93,0.26000000000000023,False,20.52,17.6,10,0.35,1.2,0.2,0.15,198.01,83.74,469.27,201.36,83.16,457.21,75.96,32.92
site10,16,1,16,4.14,0.84,3.3,False,20.52,17.6,10,0.35,1.2,0.2,0.15,13.92,12.94,47.3,14.19,13.19,49.22,87.42,45.5
site10,17,1,17,4.06,0.96,3.0999999999999996,False,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,102.18,45.62
site10,18,1,18,3.97,0.33,3.64,False,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,113.87,47.72
site10,19,1,19,3.98,0.0,3.98,False,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,128.05,48.17
site10,20,1,20,3.97,0.0,3.97,False,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,139.75,47.41
site10,21,1,21,3.98,0.0,3.98,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.82,52.15
site10,22,1,22,3.97,0.0,3.97,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.74,52.66
site10,23,1,23,3.99,0.0,3.99,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.36,52.87
site10,24,2,0,3.97,0.0,3.97,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,137.16,55.93
site10,25,2,1,3.98,0.0,3.98,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,122.58,59.86
site10,26,2,2,4.0,0.0,4.0,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,108.92,59.24
site10,27,2,3,3.96,0.0,3.96,True,20.52,17.6,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,101.4,58.56
site10,28,2,4,4.0,0.0,4.0,True,20.52,17.6,10,0.35,1.2,0.2,0.15,42.09,27.87,176.34,42.85,29.01,168.16,84.64,59.35
site10,29,2,5,3.98,0.03,3.95,True,20.52,17.6,10,0.35,1.2,0.2,0.15,251.64,82.73,586.86,261.21,82.39,564.64,72.29,51.83
site10,30,2,6,3.99,0.15,3.8400000000000003,True,20.52,17.6,10,0.35,1.2,0.2,0.15,494.77,111.14,756.17,492.32,108.02,738.71,57.86,43.81
site10,31,2,7,4.1,0.81,3.2899999999999996,True,20.52,17.6,10,0.35,1.2,0.2,0.15,722.57,123.23,831.37,751.27,127.72,827.37,46.05,35.32
site10,32,2,8,4.19,1.5,2.6900000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15,924.09,136.58,882.67,862.47,136.69,914.5,31.42,31.77
site10,33,2,9,4.2,2.85,1.35,False,20.52,17.6,10,0.35,1.2,0.2,0.15,1030.01,139.05,892.29,985.19,143.29,943.62,20.49,28.82
site10,34,2,10,4.2,5.31,-1.1099999999999994,False,20.52,17.6,10,0.35,1.2,0.2,0.15,990.64,146.12,928.08,1043.22,145.84,950.81,14.95,27.55
site10,35,2,11,4.2,5.64,-1.4399999999999995,False,20.52,17.6,10,0.35,1.2,0.2,0.15,687.19,508.57,181.31,1019.01,141.38,894.66,21.83,25.1
site10,36,2,12,4.19,3.78,0.4100000000000006,False,20.52,17.6,10,0.35,1.2,0.2,0.15,451.01,421.3,40.65,828.3,165.21,844.35,34.24,25.04
site10,37,2,13,4.19,1.5,2.6900000000000004,False,20.52,17.6,10,0.35,1.2,0.2,0.15,438.1,330.65,148.4,655.28,149.48,743.94,48.09,25.87
site10,38,2,14,4.19,1.38,2.8100000000000005,False,20.52,17.6,10,0.35,1.2,0.2,0.15,41.16,40.57,0.0,456.2,127.58,635.63,60.95,27.1
