site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod,ghi,dhi,dni,clearsky_ghi,clearsky_dhi,clearsky_dni,solar_zenith_angle,relative_humidity
site3,0,1,0,1.76,0.0,1.76,True,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,139.01,66.87
site3,1,1,1,1.78,0.0,1.78,True,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.4,65.35
site3,2,1,2,1.75,0.0,1.75,True,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,117.27,69.35
site3,3,1,3,2.22,0.0,2.22,True,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,96.9,71.42
site3,4,1,4,2.24,0.0,2.24,True,41.04,12.8,10,0.35,1.2,0.2,0.15,34.58,24.43,160.11,33.33,23.88,172.1,88.69,67.13
site3,5,1,5,3.1,0.06,3.04,True,41.04,12.8,10,0.35,1.2,0.2,0.15,113.24,112.0,11.79,237.18,78.1,568.33,73.49,51.97
site3,6,1,6,4.99,0.39,4.6000000000000005,True,41.04,12.8,10,0.35,1.2,0.2,0.15,276.71,242.25,78.48,502.72,103.55,726.57,57.05,42.69
site3,7,1,7,4.34,0.3,4.04,True,41.04,12.8,10,0.35,1.2,0.2,0.15,531.78,317.63,308.0,704.11,115.98,879.62,47.53,34.57
site3,8,1,8,5.48,0.39,5.090000000000001,True,41.04,12.8,10,0.35,1.2,0.2,0.15,487.41,377.06,111.08,917.81,127.28,917.04,32.51,31.53
site3,9,1,9,7.63,1.08,6.55,True,41.04,12.8,10,0.35,1.2,0.2,0.15,372.76,391.38,1.94,1000.18,132.3,912.82,22.45,28.21
site3,10,1,10,8.08,2.22,5.859999999999999,True,41.04,12.8,10,0.35,1.2,0.2,0.15,673.36,526.51,167.0,1037.76,136.7,917.91,17.19,26.34
site3,11,1,11,8.17,5.82,2.3499999999999996,True,41.04,12.8,10,0.35,1.2,0.2,0.15,710.92,438.36,330.12,966.58,130.39,925.8,22.19,23.8
site3,12,1,12,8.57,10.56,-1.9900000000000002,True,41.04,12.8,10,0.35,1.2,0.2,0.15,633.31,482.04,198.94,908.4,120.98,929.85,32.41,23.32
site3,13,1,13,8.62,8.76,-0.14000000000000057,True,41.04,12.8,10,0.35,1.2,0.2,0.15,389.0,349.31,68.63,680.28,110.22,846.7,46.07,24.64
site3,14,1,14,8.53,11.85,-3.3200000000000003,True,41.04,12.8,10,0.35,1.2,0.2,0.15,473.39,97.58,735.95,496.86,99.9,778.89,59.9,26.01
site3,15,1,15,8.38,8.4,-0.019999999999999574,True,41.04,12.8,10,0.35,1.2,0.2,0.15,243.6,75.27,568.08,233.13,72.12,560.08,76.41,27.69
site3,16,1,16,8.11,5.46,2.6499999999999995,True,41.04,12.8,10,0.35,1.2,0.2,0.15,28.14,19.82,152.46,26.95,19.57,144.99,88.12,38.22
site3,17,1,17,8.3,3.57,4.73,True,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,100.55,41.12
site3,18,1,18,8.05,1.2,6.8500000000000005,False,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,116.51,41.52
site3,19,1,19,8.0,0.33,7.67,False,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,125.2,46.94
site3,20,1,20,7.46,0.0,7.46,False,41.04,12.8,10,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,140.4,47.96
