site_id,t,day,hour,load_kwh,solar_kwh,net_load_kwh,grid_available,battery_capacity_kwh,dg_power_kw,grid_power_kw,battery_charge_coeff,battery_discharge_coeff,init_soc,dod,ghi,dhi,dni,clearsky_ghi,clearsky_dhi,clearsky_dni,solar_zenith_angle,relative_humidity
site9,0,1,0,3.97,0.0,3.97,False,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,134.09,59.63
site9,1,1,1,3.98,0.0,3.98,False,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,121.64,64.25
site9,2,1,2,3.99,0.0,3.99,False,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,116.27,64.95
site9,3,1,3,4.06,0.0,4.06,False,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,96.13,65.15
site9,4,1,4,4.0,0.0,4.0,False,21.6,12.8,8,0.35,1.2,0.2,0.15,14.2,14.11,0.0,41.21,28.85,154.52,86.05,59.08
site9,5,1,5,4.01,0.14,3.8699999999999997,False,21.6,12.8,8,0.35,1.2,0.2,0.15,20.27,19.48,0.0,260.56,92.58,499.98,72.72,46.1
site9,6,1,6,4.04,0.42,3.62,False,21.6,12.8,8,0.35,1.2,0.2,0.15,172.14,176.6,1.01,509.01,121.72,691.45,59.7,37.34
site9,7,1,7,4.16,1.54,2.62,False,21.6,12.8,8,0.35,1.2,0.2,0.15,449.87,396.84,82.07,711.18,147.35,771.04,42.66,34.63
site9,8,1,8,4.19,3.3,0.8900000000000006,False,21.6,12.8,8,0.35,1.2,0.2,0.15,193.21,190.29,0.0,862.33,163.84,832.61,30.61,31.28
site9,9,1,9,4.2,5.48,-1.2800000000000002,False,21.6,12.8,8,0.35,1.2,0.2,0.15,230.08,230.21,0.0,992.16,160.76,890.7,20.27,30.66
site9,10,1,10,4.19,8.76,-4.569999999999999,False,21.6,12.8,8,0.35,1.2,0.2,0.15,473.3,457.93,11.93,1000.78,166.03,866.36,14.73,29.1
site9,11,1,11,4.21,6.98,-2.7700000000000005,False,21.6,12.8,8,0.35,1.2,0.2,0.15,781.17,510.92,339.53,962.71,162.58,829.21,21.07,28.68
site9,12,1,12,4.16,4.6,-0.4399999999999995,False,21.6,12.8,8,0.35,1.2,0.2,0.15,860.94,154.73,860.53,816.29,163.85,822.58,33.01,27.93
site9,13,1,13,4.21,3.5,0.71,False,21.6,12.8,8,0.35,1.2,0.2,0.15,670.12,142.32,747.89,687.5,150.48,742.06,47.07,29.3
site9,14,1,14,4.22,2.08,2.1399999999999997,False,21.6,12.8,8,0.35,1.2,0.2,0.15,298.45,282.23,65.59,442.46,128.9,683.56,61.01,30.33
site9,15,1,15,4.19,2.62,1.5700000000000003,False,21.6,12.8,8,0.35,1.2,0.2,0.15,207.62,84.89,441.71,210.65,81.51,454.78,72.47,35.01
site9,16,1,16,4.21,0.56,3.65,True,21.6,12.8,8,0.35,1.2,0.2,0.15,13.47,13.24,47.39,13.81,12.58,49.33,90.9,45.97
site9,17,1,17,4.2,0.64,3.56,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,98.97,48.27
site9,18,1,18,4.23,0.22,4.010000000000001,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,116.13,47.29
site9,19,1,19,4.19,0.0,4.19,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,129.38,46.88
site9,20,1,20,4.2,0.0,4.2,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,143.08,50.75
site9,21,1,21,4.2,0.0,4.2,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,146.33,48.94
site9,22,1,22,4.2,0.0,4.2,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,144.76,52.86
site9,23,1,23,4.0,0.0,4.0,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,144.52,53.76
site9,24,2,0,3.99,0.0,3.99,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,135.24,54.57
site9,25,2,1,3.98,0.0,3.98,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,122.59,56.15
site9,26,2,2,3.98,0.0,3.98,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,110.61,61.68
site9,27,2,3,4.0,0.0,4.0,True,21.6,12.8,8,0.35,1.2,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,96.38,62.33
site9,28,2,4,4.08,0.0,4.08,True,21.6,12.8,8,0.35,1.2,0.2,0.15,41.24,28.77,166.18,40.62,29.35,167.88,82.96,59.36
site9,29,2,5,4.19,0.02,4.170000000000001,True,21.6,12.8,8,0.35,1.2,0.2,0.15,259.81,80.92,565.5,248.98,81.62,579.11,70.82,49.58
site9,30,2,6,4.2,0.1,4.1000000000000005,True,21.6,12.8,8,0.35,1.2,0.2,0.15,486.31,114.26,727.31,493.13,109.35,751.63,57.07,43.05
site9,31,2,7,4.19,0.54,3.6500000000000004,True,21.6,12.8,8,0.35,1.2,0.2,0.15,719.24,122.28,839.26,735.86,122.94,853.51,44.3,36.34
site9,32,2,8,4.2,1.0,3.2,True,21.6,12.8,8,0.35,1.2,0.2,0.15,900.0,131.23,901.91,902.93,131.79,901.91,31.51,31.27
